From	To	Species	Gene Name
POLR3E	55718	Homo sapiens	polymerase (RNA) III (DNA directed) polypeptide E (80kD)
MIS12	79003	Homo sapiens	MIS12, MIND kinetochore complex component, homolog (S. pombe)
POLR3D	661	Homo sapiens	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
TJP1	7082	Homo sapiens	tight junction protein 1 (zona occludens 1)
PSMD14	10213	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14
PSMD13	5719	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13
PSMD12	5718	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
PSMD11	5717	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
LAYN	143903	Homo sapiens	layilin
PSMD10	5716	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10
TJP3	27134	Homo sapiens	tight junction protein 3 (zona occludens 3)
BAMBI	25805	Homo sapiens	hypothetical LOC729590; BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)
BAMBI	729590	Homo sapiens	hypothetical LOC729590; BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)
TJP2	9414	Homo sapiens	tight junction protein 2 (zona occludens 2)
GREB1L	80000	Homo sapiens	KIAA1772
CSPG4	1464	Homo sapiens	chondroitin sulfate proteoglycan 4
KRTAP4-4	84616	Homo sapiens	keratin associated protein 4-4
KRTAP4-3	85290	Homo sapiens	keratin associated protein 4-3
KRTAP4-2	85291	Homo sapiens	keratin associated protein 4-2
KRTAP4-1	85285	Homo sapiens	keratin associated protein 4-1
CSPG5	10675	Homo sapiens	chondroitin sulfate proteoglycan 5 (neuroglycan C)
AGXT	189	Homo sapiens	alanine-glyoxylate aminotransferase
C5orf20	497189	Homo sapiens	TRAF-interacting protein with forkhead-associated domain, family member B; chromosome 5 open reading frame 20
C5orf20	140947	Homo sapiens	TRAF-interacting protein with forkhead-associated domain, family member B; chromosome 5 open reading frame 20
C5orf22	55322	Homo sapiens	chromosome 5 open reading frame 22
PECR	55825	Homo sapiens	peroxisomal trans-2-enoyl-CoA reductase
C5orf24	134553	Homo sapiens	chromosome 5 open reading frame 24
C5orf25	375484	Homo sapiens	chromosome 5 open reading frame 25
HNRNPA3P1	10151	Homo sapiens	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
MRGPRX1	259249	Homo sapiens	MAS-related GPR, member X1
C5orf27	202299	Homo sapiens	chromosome 5 open reading frame 27
MRGPRX2	117194	Homo sapiens	MAS-related GPR, member X2
MRGPRX3	117195	Homo sapiens	MAS-related GPR, member X3
C5orf28	64417	Homo sapiens	chromosome 5 open reading frame 28
ODZ1	10178	Homo sapiens	odz, odd Oz/ten-m homolog 1(Drosophila)
ODZ2	57451	Homo sapiens	odz, odd Oz/ten-m homolog 2 (Drosophila)
ODZ3	55714	Homo sapiens	odz, odd Oz/ten-m homolog 3 (Drosophila)
SCAMP4	113178	Homo sapiens	secretory carrier membrane protein 4
ODZ4	26011	Homo sapiens	odz, odd Oz/ten-m homolog 4 (Drosophila)
SCAMP5	192683	Homo sapiens	secretory carrier membrane protein 5
SCAMP1	9522	Homo sapiens	secretory carrier membrane protein 1
SCAMP3	10067	Homo sapiens	secretory carrier membrane protein 3
SCAMP2	10066	Homo sapiens	secretory carrier membrane protein 2
CDRT15L2	256223	Homo sapiens	CMT1A duplicated region transcript 15-like 1; CMT1A duplicated region transcript 15-like 2
CDRT15L2	644694	Homo sapiens	CMT1A duplicated region transcript 15-like 1; CMT1A duplicated region transcript 15-like 2
MRGPRX4	117196	Homo sapiens	MAS-related GPR, member X4
C5orf30	90355	Homo sapiens	chromosome 5 open reading frame 30
C5orf34	375444	Homo sapiens	chromosome 5 open reading frame 34
KRTAP4-9	100132386	Homo sapiens	keratin associated protein 4-9
LAT2	7462	Homo sapiens	linker for activation of T cells family, member 2
LOC144571	144571	Homo sapiens	hypothetical protein LOC144571
KRTAP4-5	85289	Homo sapiens	keratin associated protein 4-5
KRTAP4-6	81871	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-6	728224	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-6	653240	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-6	100132476	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
C5orf39	389289	Homo sapiens	chromosome 5 open reading frame 39
KRTAP4-7	81871	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-7	728224	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-7	653240	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-7	100132476	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-8	81871	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-8	728224	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-8	653240	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
KRTAP4-8	100132476	Homo sapiens	keratin associated protein 4-6; keratin associated protein 4-7; keratin associated protein 4-8; keratin associated protein 4-11
SYCE1L	100130958	Homo sapiens	hypothetical protein LOC100130958
CROT	54677	Homo sapiens	carnitine O-octanoyltransferase
IFIH1	64135	Homo sapiens	interferon induced with helicase C domain 1
PKHD1	5314	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)
TIPIN	54962	Homo sapiens	TIMELESS interacting protein
RRM2B	50484	Homo sapiens	ribonucleotide reductase M2 B (TP53 inducible)
PEF1	553115	Homo sapiens	penta-EF-hand domain containing 1
RUNX1	861	Homo sapiens	runt-related transcription factor 1
RUNX2	860	Homo sapiens	runt-related transcription factor 2
RUNX3	864	Homo sapiens	runt-related transcription factor 3
ZMYM2	7750	Homo sapiens	zinc finger, MYM-type 2
ZMYM1	79830	Homo sapiens	zinc finger, MYM-type 1
ZMYM4	9202	Homo sapiens	zinc finger, MYM-type 4
ZMYM3	9203	Homo sapiens	zinc finger, MYM-type 3
ZMYM6	9204	Homo sapiens	hypothetical LOC100130633; zinc finger, MYM-type 6
ZMYM6	100130633	Homo sapiens	hypothetical LOC100130633; zinc finger, MYM-type 6
ZMYM5	9205	Homo sapiens	zinc finger, MYM-type 5
ALOX12P2	245	Homo sapiens	arachidonate 12-lipoxygenase pseudogene 2
SAP18	10284	Homo sapiens	Sin3A-associated protein, 18kDa
C5orf15	56951	Homo sapiens	chromosome 5 open reading frame 15
AKTIP	100130746	Homo sapiens	AKT interacting protein; similar to AKT interacting protein
AKTIP	64400	Homo sapiens	AKT interacting protein; similar to AKT interacting protein
C20orf202	400831	Homo sapiens	hypothetical LOC400831
C20orf203	284805	Homo sapiens	hypothetical LOC284805
C20orf201	198437	Homo sapiens	chromosome 20 open reading frame 201
MUC5B	727897	Homo sapiens	mucin 5B, oligomeric mucus/gel-forming
OPCML	4978	Homo sapiens	opioid binding protein/cell adhesion molecule-like
C5orf62	85027	Homo sapiens	MSTP150
PCDHGA9	56107	Homo sapiens	protocadherin gamma subfamily A, 9
NR6A1	2649	Homo sapiens	nuclear receptor subfamily 6, group A, member 1
NCS1	23413	Homo sapiens	frequenin homolog (Drosophila)
MKI67IP	84365	Homo sapiens	MKI67 (FHA domain) interacting nucleolar phosphoprotein
LOC100128496	128763	Homo sapiens	chromosome 20 open reading frame 78; similar to chromosome 20 open reading frame 78
LOC100128496	100128496	Homo sapiens	chromosome 20 open reading frame 78; similar to chromosome 20 open reading frame 78
PCDHGA1	56114	Homo sapiens	protocadherin gamma subfamily A, 1
SAP30	8819	Homo sapiens	Sin3A-associated protein, 30kDa
SQRDL	58472	Homo sapiens	sulfide quinone reductase-like (yeast)
LEPREL2	10536	Homo sapiens	leprecan-like 2
PCDHGB7	56099	Homo sapiens	protocadherin gamma subfamily B, 7
PCDHGB6	56100	Homo sapiens	protocadherin gamma subfamily B, 6
NCR2	9436	Homo sapiens	natural cytotoxicity triggering receptor 2
NCR1	9437	Homo sapiens	natural cytotoxicity triggering receptor 1
PCDHGB5	56101	Homo sapiens	protocadherin gamma subfamily B, 5
NCR3	259197	Homo sapiens	natural cytotoxicity triggering receptor 3
LAP3	51056	Homo sapiens	leucine aminopeptidase 3
MUC3A	4584	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
MUC3A	57876	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
MUC3A	100134216	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
MUC3A	100134674	Homo sapiens	mucin 3B, cell surface associated; similar to Mucin-3A precursor (Intestinal mucin-3A); mucin 3A, cell surface associated; similar to mucin 3
CRKL	1399	Homo sapiens	v-crk sarcoma virus CT10 oncogene homolog (avian)-like
LEPREL1	55214	Homo sapiens	leprecan-like 1
PEG3	5178	Homo sapiens	paternally expressed 3; PEG3 antisense RNA (non-protein coding); zinc finger, imprinted 2
PEG3	100169890	Homo sapiens	paternally expressed 3; PEG3 antisense RNA (non-protein coding); zinc finger, imprinted 2
PEG3	23619	Homo sapiens	paternally expressed 3; PEG3 antisense RNA (non-protein coding); zinc finger, imprinted 2
C5orf41	153222	Homo sapiens	chromosome 5 open reading frame 41
C5orf42	65250	Homo sapiens	chromosome 5 open reading frame 42
TRAV23DV6	28660	Homo sapiens	T cell receptor alpha variable 23/delta variable 6
RHBG	57127	Homo sapiens	Rh family, B glycoprotein (gene/pseudogene)
PCDHGC5	56098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC5	56097	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC5	5098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC5	26025	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC4	56098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC4	56097	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC4	5098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC4	26025	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC3	56098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC3	56097	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC3	5098	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
PCDHGC3	26025	Homo sapiens	protocadherin gamma subfamily C, 3; protocadherin gamma subfamily C, 5; protocadherin gamma subfamily C, 4; protocadherin gamma subfamily A, 12
CRNN	49860	Homo sapiens	cornulin
NCKAP5L	57701	Homo sapiens	KIAA1602
N4BP2	55728	Homo sapiens	NEDD4 binding protein 2
N4BP3	23138	Homo sapiens	Nedd4 binding protein 3
N4BP1	9683	Homo sapiens	NEDD4 binding protein 1
C5orf48	389320	Homo sapiens	chromosome 5 open reading frame 48
LARS	51520	Homo sapiens	leucyl-tRNA synthetase
C5orf47	133491	Homo sapiens	chromosome 5 open reading frame 47
C5orf44	80006	Homo sapiens	chromosome 5 open reading frame 44
LOC90784	90784	Homo sapiens	hypothetical protein LOC90784
C5orf43	643155	Homo sapiens	chromosome 5 open reading frame 43
C5orf46	389336	Homo sapiens	chromosome 5 open reading frame 46
C5orf45	51149	Homo sapiens	chromosome 5 open reading frame 45
C5orf51	285636	Homo sapiens	chromosome 5 open reading frame 51
MUC20	200958	Homo sapiens	mucin 20, cell surface associated
RHAG	6005	Homo sapiens	Rh-associated glycoprotein
C5orf58	133874	Homo sapiens	hypothetical protein LOC133874
C5orf56	441108	Homo sapiens	chromosome 5 open reading frame 56
C5orf55	116349	Homo sapiens	chromosome 5 open reading frame 55
MUC17	140453	Homo sapiens	mucin 17, cell surface associated
MUC16	94025	Homo sapiens	mucin 16, cell surface associated
C5orf54	63920	Homo sapiens	chromosome 5 open reading frame 54
PDP1	54704	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 1
PDP2	57546	Homo sapiens	pyruvate dehyrogenase phosphatase catalytic subunit 2
PRO1768	29018	Homo sapiens	PRO1768
CRHBP	1393	Homo sapiens	corticotropin releasing hormone binding protein
LOC148709	148709	Homo sapiens	actin pseudogene
REST	5978	Homo sapiens	RE1-silencing transcription factor
ITSN2	50618	Homo sapiens	intersectin 2
OGDH	4967	Homo sapiens	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
ITSN1	6453	Homo sapiens	intersectin 1 (SH3 domain protein)
HMCN2	256158	Homo sapiens	hemicentin 2
CUL3	8452	Homo sapiens	cullin 3
CUL2	8453	Homo sapiens	cullin 2
CUL5	8065	Homo sapiens	cullin 5
HMCN1	83872	Homo sapiens	hemicentin 1
CUL7	9820	Homo sapiens	cullin 7
CUL9	23113	Homo sapiens	cullin 9
PIK3C3	5289	Homo sapiens	phosphoinositide-3-kinase, class 3
YEATS2	55689	Homo sapiens	YEATS domain containing 2
STAG3	10734	Homo sapiens	stromal antigen 3
PIK3CA	5290	Homo sapiens	phosphoinositide-3-kinase, catalytic, alpha polypeptide
CAB39	51719	Homo sapiens	calcium binding protein 39
CUL1	8454	Homo sapiens	cullin 1
STAG2	10735	Homo sapiens	stromal antigen 2
STAG1	10274	Homo sapiens	stromal antigen 1
SH3GL3	6457	Homo sapiens	SH3-domain GRB2-like 3
PIK3CG	5294	Homo sapiens	phosphoinositide-3-kinase, catalytic, gamma polypeptide
PDPR	55066	Homo sapiens	pyruvate dehydrogenase phosphatase regulatory subunit
PIK3CB	5291	Homo sapiens	phosphoinositide-3-kinase, catalytic, beta polypeptide
PDPN	10630	Homo sapiens	podoplanin
PIK3CD	5293	Homo sapiens	phosphoinositide-3-kinase, catalytic, delta polypeptide
EXD3	54932	Homo sapiens	exonuclease 3'-5' domain containing 3
EXD2	55218	Homo sapiens	exonuclease 3'-5' domain containing 2
EXD1	161829	Homo sapiens	exonuclease 3'-5' domain containing 1
LPCAT2	54947	Homo sapiens	lysophosphatidylcholine acyltransferase 2
LPCAT3	10162	Homo sapiens	lysophosphatidylcholine acyltransferase 3
LPCAT4	254531	Homo sapiens	lysophosphatidylcholine acyltransferase 4
LOC401176	401176	Homo sapiens	hypothetical gene supported by BC043001
RETN	56729	Homo sapiens	resistin
ABCA11P	79963	Homo sapiens	ATP-binding cassette, sub-family A (ABC1), member 11 (pseudogene)
MCTS1	28985	Homo sapiens	malignant T cell amplified sequence 1
SH3GL2	6456	Homo sapiens	SH3-domain GRB2-like 2
SH3GL1	6455	Homo sapiens	SH3-domain GRB2-like 1
LOC642852	642852	Homo sapiens	hypothetical LOC642852
RER1	11079	Homo sapiens	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)
ARFGEF2	10564	Homo sapiens	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
ARFGEF1	10565	Homo sapiens	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
LOC100130331	100130331	Homo sapiens	actin, gamma-like
LPCAT1	79888	Homo sapiens	lysophosphatidylcholine acyltransferase 1
CDC123	8872	Homo sapiens	cell division cycle 123 homolog (S. cerevisiae)
NAT10	55226	Homo sapiens	N-acetyltransferase 10 (GCN5-related)
AKD1	221264	Homo sapiens	adenylate kinase domain containing 1
NAT14	57106	Homo sapiens	N-acetyltransferase 14 (GCN5-related, putative)
ASXL2	55252	Homo sapiens	additional sex combs like 2 (Drosophila)
YEATS4	8089	Homo sapiens	YEATS domain containing 4
ASXL3	80816	Homo sapiens	additional sex combs like 3 (Drosophila)
SPNS2	124976	Homo sapiens	spinster homolog 2 (Drosophila)
SPNS3	201305	Homo sapiens	spinster homolog 3 (Drosophila)
ASXL1	171023	Homo sapiens	additional sex combs like 1 (Drosophila)
COL16A1	1307	Homo sapiens	collagen, type XVI, alpha 1
ENGASE	64772	Homo sapiens	endo-beta-N-acetylglucosaminidase
RERG	85004	Homo sapiens	RAS-like, estrogen-regulated, growth inhibitor
OR51I2	390064	Homo sapiens	olfactory receptor, family 51, subfamily I, member 2
MLYCD	23417	Homo sapiens	malonyl-CoA decarboxylase
AKNAD1	254268	Homo sapiens	chromosome 1 open reading frame 62
SMURF2	64750	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 2
SMURF1	57154	Homo sapiens	SMAD specific E3 ubiquitin protein ligase 1
OR51I1	390063	Homo sapiens	olfactory receptor, family 51, subfamily I, member 1
SPNS1	83985	Homo sapiens	spinster homolog 1 (Drosophila)
RERE	473	Homo sapiens	arginine-glutamic acid dipeptide (RE) repeats
MIR155HG	406947	Homo sapiens	microRNA host gene 2 (non-protein coding); microRNA 155
MIR155HG	114614	Homo sapiens	microRNA host gene 2 (non-protein coding); microRNA 155
NEURL	9148	Homo sapiens	neuralized homolog (Drosophila)
MGC16275	85001	Homo sapiens	hypothetical protein MGC16275
IGLV4-60	28785	Homo sapiens	immunoglobulin lambda variable 4-60
BNIP3	664	Homo sapiens	BCL2/adenovirus E1B 19kDa interacting protein 3
NBEA	26960	Homo sapiens	neurobeachin
STAC3	246329	Homo sapiens	SH3 and cysteine rich domain 3
LNPEP	4012	Homo sapiens	leucyl/cystinyl aminopeptidase
BNIPL	149428	Homo sapiens	BCL2/adenovirus E1B 19kD interacting protein like
MAP1LC3C	440738	Homo sapiens	microtubule-associated protein 1 light chain 3 gamma
STAC2	342667	Homo sapiens	SH3 and cysteine rich domain 2
MAP1LC3A	84557	Homo sapiens	microtubule-associated protein 1 light chain 3 alpha
MAP1LC3B	81631	Homo sapiens	microtubule-associated protein 1 light chain 3 beta
GPHB5	122876	Homo sapiens	glycoprotein hormone beta 5
GATAD1	57798	Homo sapiens	GATA zinc finger domain containing 1
KRTAP7-1	337878	Homo sapiens	keratin associated protein 7-1
LOC100131496	100131496	Homo sapiens	hypothetical LOC100131496
PHKG1	5260	Homo sapiens	phosphorylase kinase, gamma 1 (muscle)
PHKG2	5261	Homo sapiens	phosphorylase kinase, gamma 2 (testis)
EPB41L2	2037	Homo sapiens	erythrocyte membrane protein band 4.1-like 2
EPB41L3	23136	Homo sapiens	erythrocyte membrane protein band 4.1-like 3
EPB41L1	2036	Homo sapiens	erythrocyte membrane protein band 4.1-like 1
BNIP1	662	Homo sapiens	BCL2/adenovirus E1B 19kDa interacting protein 1
BNIP2	663	Homo sapiens	BCL2/adenovirus E1B 19kDa interacting protein 2
EPB41L5	57669	Homo sapiens	erythrocyte membrane protein band 4.1 like 5
MGEA5	10724	Homo sapiens	meningioma expressed antigen 5 (hyaluronidase)
GPHA2	170589	Homo sapiens	glycoprotein hormone alpha 2
LOC401134	401134	Homo sapiens	hypothetical gene supported by BC040544
